lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name
0,2,2,org.ale.openwatch.view.TagPoolLayout$2$2
1,2,1,org.ale.openwatch.view.TagPoolLayout$2$1
1,2,0,com.google.android.gms.maps.internal.IProjectionDelegate$a
6,4,0,com.google.android.gms.internal.cr$a
0,4,1,org.ale.openwatch.model.OWFeed
8,5,2,com.viewpagerindicator.LinePageIndicator$SavedState
0,5,1,com.facebook.widget.PickerFragment$LoadingStrategy$1
0,1,0,com.facebook.widget.GraphObjectPagingLoader$PagedResults
0,2,1,com.facebook.widget.PickerFragment$LoadingStrategy$3
0,2,1,com.facebook.widget.PickerFragment$LoadingStrategy$2
3,3,1,com.facebook.internal.FileLruCache$StreamHeader
0,1,1,com.viewpagerindicator.TitlePageIndicator$1
0,2,1,com.facebook.widget.ProfilePictureView$1
13,6,1,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.PullToRefreshAttacher
0,3,3,com.facebook.FacebookDialogException
1,2,0,twitter4j.auth.AuthorizationFactory
1,3,2,twitter4j.internal.http.HttpClientFactory
0,1,3,com.google.android.gms.games.PageDirection
6,4,0,com.google.android.gms.internal.ca$a
14,9,4,twitter4j.internal.http.HttpClientImpl
0,1,2,com.google.android.gms.plus.model.people.Person$ObjectType
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnActionModeStartedListener
0,2,2,com.actionbarsherlock.internal.widget.ScrollingTabContainerView$1
3,3,1,uk.co.senab.actionbarpulltorefresh.library.viewdelegates.ScrollViewDelegate
8,5,2,com.google.gson.internal.bind.ObjectTypeAdapter
4,5,3,com.google.gson.internal.bind.CollectionTypeAdapterFactory$Adapter
6,5,4,com.mixpanel.android.mpmetrics.MPDbAdapter$Table
1,3,3,com.facebook.model.GraphObject$Factory$ProxyBase
1,2,0,com.google.android.gms.maps.internal.IUiSettingsDelegate$a
0,2,0,com.actionbarsherlock.internal.view.View_HasStateListenerSupport
6,4,0,com.google.gson.internal.bind.JsonTreeWriter$1
0,1,1,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.R$integer
0,5,0,twitter4j.api.TrendsResources
0,3,2,com.facebook.FacebookServiceException
2,5,4,twitter4j.TwitterAPIMonitor
0,6,0,twitter4j.management.InvocationStatistics
0,2,2,com.facebook.widget.GraphObjectAdapter$SectionAndItem
0,1,0,com.actionbarsherlock.widget.SearchView$OnCloseListener
0,2,1,org.ale.openwatch.RecorderActivity$3
1,2,1,org.ale.openwatch.RecorderActivity$2
0,2,2,org.ale.openwatch.RecorderActivity$1
0,1,0,com.google.android.gms.internal.ac$a
0,2,1,org.ale.openwatch.OWUtils$VideoTextureListener$1
0,2,1,org.ale.openwatch.OWUtils$VideoTextureListener$2
0,2,1,com.google.android.gms.auth.UserRecoverableAuthException
6,4,0,com.google.android.gms.games.leaderboard.LeaderboardBuffer
0,2,0,com.facebook.Response$PagingInfo
0,1,0,com.google.android.gms.games.leaderboard.OnScoreSubmittedListener
0,5,0,com.nostra13.universalimageloader.cache.memory.MemoryCacheAware
3,3,0,com.google.android.gms.games.achievement.AchievementBuffer
0,7,0,twitter4j.Location
1,2,0,com.actionbarsherlock.widget.ActivityChooserView$SetActivated
0,4,2,com.google.android.gms.internal.w$a
6,4,0,com.google.gson.internal.Streams
0,9,0,twitter4j.DirectMessage
0,1,2,com.nostra13.universalimageloader.core.decode.BaseImageDecoder$ImageFileInfo
1,3,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$ListSelectorHider
6,4,0,com.google.android.gms.internal.f$a
0,5,0,com.viewpagerindicator.PageIndicator
1,2,0,org.ale.openwatch.account.Manager
0,4,0,com.actionbarsherlock.internal.nineoldandroids.animation.Animator$AnimatorListener
0,1,0,com.viewpagerindicator.R
0,2,0,com.google.gson.annotations.Expose
0,9,0,twitter4j.AccountSettings
10,5,0,com.orm.androrm.field.BooleanField
0,2,2,com.facebook.Settings$2$1
4,4,4,com.facebook.SessionState$Category
0,1,0,com.actionbarsherlock.view.ActionProvider$SubUiVisibilityListener
0,2,0,com.actionbarsherlock.internal.view.menu.MenuBuilder$Callback
0,2,3,com.google.android.gms.games.leaderboard.SubmitScoreResult$Result
0,1,1,com.nostra13.universalimageloader.core.assist.ViewScaleType$1
0,3,1,com.google.android.gms.internal.cu$a$a
0,4,3,twitter4j.conf.ConfigurationContext
0,9,4,com.mixpanel.android.mpmetrics.WaitingPeopleRecord
0,1,0,com.google.gson.annotations.Since
0,2,1,org.ale.openwatch.WhatHappenedActivity$10
0,2,1,org.ale.openwatch.WhatHappenedActivity$11
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnCreatePanelMenuListener
0,2,1,org.ale.openwatch.WhatHappenedActivity$12
0,3,1,org.ale.openwatch.WhatHappenedActivity$13
0,2,2,org.ale.openwatch.WhatHappenedActivity$14
1,2,1,org.ale.openwatch.WhatHappenedActivity$15
0,2,1,com.actionbarsherlock.internal.ActionBarSherlockCompat$1
0,2,2,org.ale.openwatch.OWPhotoReviewActivity$1
1,2,0,com.google.android.gms.internal.dl$a
0,0,0,com.facebook.widget.ImageRequest$1
0,0,0,com.actionbarsherlock.internal.view.menu.MenuPopupHelper$1
0,2,0,com.google.android.gms.maps.LocationSource
0,2,2,org.ale.openwatch.OWPhotoReviewActivity$7
0,2,1,org.ale.openwatch.OWPhotoReviewActivity$6
3,3,1,org.ale.openwatch.OWPhotoReviewActivity$5
1,2,1,org.ale.openwatch.OWPhotoReviewActivity$4
4,8,4,twitter4j.internal.http.XAuthAuthorization
0,2,2,org.ale.openwatch.OWPhotoReviewActivity$3
0,1,4,com.google.android.gms.common.Scopes
0,2,3,org.ale.openwatch.OWPhotoReviewActivity$2
3,3,1,com.facebook.Session$AuthorizationRequest$3
0,3,1,com.facebook.Session$AuthorizationRequest$4
0,3,2,com.facebook.Session$AuthorizationRequest$1
0,3,2,com.facebook.Session$AuthorizationRequest$2
0,2,3,com.loopj.android.http.RequestParams$FileWrapper
0,7,3,twitter4j.GeoLocation
0,2,1,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$1
0,0,0,com.actionbarsherlock.internal.widget.IcsAdapterView$1
0,2,1,com.google.android.gms.maps.model.BitmapDescriptor
2,5,4,com.facebook.widget.ImageResponse
0,1,0,com.google.android.gms.maps.GoogleMap$OnMapLongClickListener
0,4,0,twitter4j.Trend
0,0,0,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$1
0,2,3,org.ale.openwatch.view.TouchableSubviewRelativeLayout$3
0,2,4,org.ale.openwatch.view.TouchableSubviewRelativeLayout$2
1,2,0,com.google.android.gms.internal.g$a
0,1,0,com.google.android.gms.appstate.OnSignOutCompleteListener
6,4,0,com.google.android.gms.maps.internal.ILocationSourceDelegate$a
0,2,2,com.actionbarsherlock.internal.widget.ActionBarContextView$1
0,2,1,org.ale.openwatch.LoginActivity$1
0,2,1,org.ale.openwatch.LoginActivity$2
1,2,0,com.google.android.gms.maps.internal.ICameraUpdateFactoryDelegate$a
0,2,0,org.ale.openwatch.http.OWServiceRequests$RequestCallback
0,1,0,com.facebook.Request$GraphUserListCallback
9,6,2,com.google.gson.internal.Streams$AppendableWriter
8,5,1,com.facebook.widget.PlacePickerFragment$SearchTextWatcher
0,3,1,com.google.android.gms.internal.cn$a$a
3,3,2,com.nostra13.universalimageloader.cache.disc.impl.TotalSizeLimitedDiscCache
0,1,0,com.facebook.internal.FileLruCache$StreamCloseCallback
0,1,0,org.ale.openwatch.OWObjectBackedEntity
4,4,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupScrollListener
0,5,0,twitter4j.URLEntity
0,2,2,org.ale.openwatch.OWUtils$3$3
0,1,0,com.facebook.widget.GraphObjectAdapter$ItemPictureData
0,4,2,com.actionbarsherlock.internal.widget.IcsAdapterView$AdapterDataSetObserver
1,2,1,org.ale.openwatch.OWUtils$3$1
0,2,2,org.ale.openwatch.OWUtils$3$2
0,1,0,com.google.android.gms.location.LocationListener
2,5,4,com.google.android.gms.internal.ak$a
13,6,2,org.ale.openwatch.database.DatabaseManager
6,5,2,com.google.gson.internal.bind.TypeAdapters$EnumTypeAdapter
1,2,0,com.nostra13.universalimageloader.core.display.FakeBitmapDisplayer
0,3,1,com.facebook.widget.PickerFragment$PickerFragmentAdapter
0,2,2,com.google.android.gms.maps.GoogleMap$1$1
6,9,4,org.ale.openwatch.FeedFragmentActivity$TabsAdapter
4,4,3,com.facebook.internal.SessionAuthorizationType
9,7,2,com.google.gson.internal.Primitives
11,6,2,com.facebook.internal.CacheableRequestBatch
1,2,0,com.google.gson.internal.bind.DateTypeAdapter$1
1,3,1,com.actionbarsherlock.widget.ShareActionProvider$ShareMenuItemOnMenuItemClickListener
0,0,0,com.google.android.gms.internal.bn$1
0,6,1,com.actionbarsherlock.internal.nineoldandroids.widget.NineFrameLayout
8,5,2,com.viewpagerindicator.TitlePageIndicator$SavedState
0,1,0,org.ale.openwatch.fb.FBUtils$FacebookAuthCallback
0,3,1,com.google.android.gms.internal.cq$a$a
0,6,0,com.google.android.gms.plus.model.people.Person$Cover$CoverPhoto
1,3,1,com.actionbarsherlock.internal.widget.IcsProgressBar$AccessibilityEventSender
0,7,0,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$HeaderTransformer
0,1,0,com.mixpanel.android.mpmetrics.MixpanelAPI$InstanceProcessor
0,2,2,com.facebook.AuthorizationClient$KatanaAuthHandler
0,1,0,com.google.android.gms.common.GooglePlayServicesClient$OnConnectionFailedListener
1,2,1,org.ale.openwatch.account.Manager$1
6,4,4,com.facebook.AuthorizationClient$Result
1,3,2,com.facebook.widget.GraphObjectAdapter$1
0,2,3,com.facebook.widget.GraphObjectAdapter$2
0,2,0,com.actionbarsherlock.widget.SearchView$OnSuggestionListener
8,5,2,org.ale.openwatch.OWMediaObjectViewActivity$6$2
0,1,1,com.facebook.widget.GraphObjectAdapter$3
0,2,2,org.ale.openwatch.OWMediaObjectViewActivity$6$1
0,1,0,com.google.android.gms.games.OnPlayersLoadedListener
6,5,3,com.facebook.Session$AutoPublishAsyncTask
10,5,0,com.google.android.gms.games.multiplayer.realtime.RealTimeMessage$1
10,5,0,org.ale.openwatch.share.Share
0,1,1,uk.co.senab.actionbarpulltorefresh.library.R$layout
0,6,3,twitter4j.internal.json.ResponseListImpl
8,5,1,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$AnimationCallback
6,5,2,com.google.android.gms.internal.dt$a
0,2,2,com.mixpanel.android.mpmetrics.AnalyticsMessages$Worker$1
0,2,1,org.ale.openwatch.FeedFragmentActivity$TabsAdapter$DummyTabFactory
0,1,0,org.ale.openwatch.location.DeviceLocation$GPSRequestCallback
0,7,4,com.nostra13.universalimageloader.core.assist.ImageSize
0,0,0,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$1
6,4,0,com.google.android.gms.internal.cq$a
10,5,0,com.actionbarsherlock.internal.widget.ActionBarView$SavedState$1
0,2,1,com.facebook.GetTokenClient$1
1,2,1,com.google.gson.internal.ConstructorConstructor$5
1,2,1,com.google.gson.internal.ConstructorConstructor$4
1,2,1,com.google.gson.internal.ConstructorConstructor$3
0,2,2,com.google.gson.internal.ConstructorConstructor$2
0,2,0,com.facebook.AuthorizationClient$BackgroundProcessingListener
0,2,3,com.google.gson.internal.ConstructorConstructor$1
10,6,2,com.facebook.AuthorizationClient$AuthHandler
0,1,1,com.actionbarsherlock.R$integer
0,2,4,com.google.gson.internal.ConstructorConstructor$8
1,2,1,com.google.gson.internal.ConstructorConstructor$7
1,2,1,com.google.gson.internal.ConstructorConstructor$6
0,2,1,com.google.android.gms.internal.p$d
6,5,2,com.google.android.gms.internal.p$c
0,5,3,com.google.android.gms.internal.p$b
0,2,1,com.google.android.gms.internal.p$a
1,3,4,com.google.android.gms.internal.p$f
0,3,1,com.google.android.gms.internal.p$e
0,2,4,twitter4j.TwitterResponse
0,3,0,com.facebook.widget.WorkQueue$WorkItem
1,2,0,twitter4j.internal.logging.Log4JLoggerFactory
1,2,0,com.facebook.LegacyHelper
6,8,3,twitter4j.internal.http.HttpClientBase
0,8,0,twitter4j.api.FavoritesResources
0,1,0,com.facebook.Request$KeyValueSerializer
4,4,1,org.ale.openwatch.RecorderActivity$MediaSignalTask
1,3,2,twitter4j.internal.org.json.JSONException
0,4,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupDataSetObserver
4,5,3,com.actionbarsherlock.internal.widget.IcsSpinner$DropdownPopup
4,4,1,com.nostra13.universalimageloader.core.display.RoundedBitmapDisplayer
0,3,4,com.actionbarsherlock.internal.widget.IcsProgressBar$RefreshProgressRunnable
0,2,1,org.ale.openwatch.OWMissionViewActivity$1
1,2,1,org.ale.openwatch.OWMissionViewActivity$2
0,5,0,twitter4j.MediaEntity
0,0,0,com.actionbarsherlock.internal.nineoldandroids.animation.PropertyValuesHolder$1
0,2,0,twitter4j.RateLimitStatusListener
0,9,2,com.facebook.widget.PickerFragment$MultiSelectionStrategy
0,7,4,com.google.gson.internal.$Gson$Types$ParameterizedTypeImpl
0,3,0,twitter4j.ConnectionLifeCycleListener
0,3,1,com.google.android.gms.internal.a$a$a
0,1,0,com.nostra13.universalimageloader.core.display.BitmapDisplayer
6,5,2,com.facebook.model.JsonUtil$JSONObjectEntry
0,3,1,com.google.android.gms.internal.dp$a$a
0,1,0,com.facebook.GetTokenClient$CompletedListener
0,1,0,com.google.gson.FieldNamingStrategy
1,3,2,org.ale.openwatch.OWMissionViewActivity$3
4,4,2,org.ale.openwatch.OWMissionViewActivity$4
0,8,0,com.google.android.gms.maps.internal.IMapViewDelegate
10,5,0,com.google.android.gms.games.multiplayer.ParticipantEntity$1
0,1,0,com.viewpagerindicator.TitlePageIndicator$OnCenterItemClickListener
0,1,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$11
1,2,0,com.nostra13.universalimageloader.cache.disc.naming.HashCodeFileNameGenerator
0,2,0,org.ale.openwatch.http.OWServiceRequests$PaginatedRequestCallback
3,3,1,com.nostra13.universalimageloader.utils.IoUtils
0,1,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$10
0,2,1,com.nostra13.universalimageloader.core.download.HttpClientImageDownloader
0,8,0,twitter4j.api.DirectMessagesResources
1,3,1,com.nostra13.universalimageloader.core.display.FadeInBitmapDisplayer
0,1,0,com.google.gson.JsonSerializer
10,5,0,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorListenerAdapter
0,2,1,com.facebook.internal.FileLruCache$2
0,2,3,com.facebook.internal.FileLruCache$1
0,2,1,org.ale.openwatch.FancyLoginActivity$3
1,3,1,com.actionbarsherlock.widget.ActivityChooserModel$HistoryPersister
0,2,1,org.ale.openwatch.FancyLoginActivity$2
0,2,1,org.ale.openwatch.FancyLoginActivity$5
0,2,1,org.ale.openwatch.FancyLoginActivity$4
0,2,1,org.ale.openwatch.FancyLoginActivity$1
0,2,0,com.google.gson.JsonSerializationContext
4,5,2,org.ale.openwatch.FancyLoginActivity$7
0,1,0,com.facebook.widget.ImageRequest$Callback
0,4,1,org.ale.openwatch.FancyLoginActivity$6
0,4,2,org.ale.openwatch.FancyLoginActivity$9
1,2,1,org.ale.openwatch.FancyLoginActivity$8
0,1,0,com.google.android.gms.games.leaderboard.OnLeaderboardScoresLoadedListener
0,4,3,twitter4j.internal.async.ExecuteThread
0,5,0,com.google.android.gms.games.RealTimeSocket
0,3,3,com.orm.androrm.statement.ComposedStatement
0,1,0,com.google.android.gms.maps.GoogleMap$OnCameraChangeListener
3,3,0,com.facebook.widget.WebDialog$Builder
0,5,2,com.actionbarsherlock.internal.ActionBarSherlockCompat$ActionModeCallbackWrapper
9,6,4,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter
1,2,0,com.google.android.gms.internal.dk$a
0,3,0,com.google.android.gms.maps.GoogleMap$OnMarkerDragListener
1,6,3,com.actionbarsherlock.internal.widget.AbsActionBarView$VisibilityAnimListener
0,4,0,twitter4j.EntitySupport
6,4,1,com.facebook.widget.FriendPickerFragment$1
0,2,1,org.ale.openwatch.OWMediaSyncer$SyncTask$2$1
0,2,1,org.ale.openwatch.OWMediaSyncer$SyncTask$2$2
0,2,1,org.ale.openwatch.OWMediaSyncer$SyncTask$2$3
10,5,0,com.orm.androrm.field.IntegerField
1,2,0,com.google.android.gms.common.data.DataBufferUtils
0,1,0,org.ale.openwatch.twitter.TwitterUtils$TwitterUserCallback
0,5,2,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorSet$Builder
0,1,0,com.actionbarsherlock.view.MenuItem$OnMenuItemClickListener
6,5,3,org.ale.openwatch.twitter.TwitterUtils$1
1,2,0,com.google.android.gms.games.multiplayer.ParticipantBuffer
8,5,1,org.ale.openwatch.twitter.TwitterUtils$2
1,3,2,org.ale.openwatch.twitter.TwitterUtils$3
0,2,1,com.google.gson.internal.bind.CollectionTypeAdapterFactory
0,2,2,org.ale.openwatch.twitter.TwitterUtils$4
0,2,1,org.ale.openwatch.twitter.TwitterUtils$5
8,5,1,org.ale.openwatch.twitter.TwitterUtils$6
10,5,0,com.google.android.gms.games.multiplayer.InvitationEntity$1
8,5,1,twitter4j.conf.PropertyConfigurationFactory
1,2,1,com.facebook.widget.PickerFragment$3
0,2,1,com.facebook.widget.PickerFragment$4
0,2,1,com.facebook.widget.PickerFragment$5
1,3,1,com.facebook.widget.PickerFragment$6
3,3,0,com.nostra13.universalimageloader.cache.memory.impl.WeakMemoryCache
0,1,1,com.nostra13.universalimageloader.core.download.SlowNetworkImageDownloader$1
1,3,1,com.facebook.widget.PickerFragment$1
0,2,1,com.facebook.widget.PickerFragment$2
0,2,1,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$OverflowPopup
0,2,1,org.ale.openwatch.fb.FaceBookSherlockActivity$1
0,1,0,com.google.android.gms.maps.GoogleMap$OnMarkerClickListener
3,3,0,com.google.android.gms.games.PlayerBuffer
0,2,1,org.ale.openwatch.OnBoardingActivity$1
0,0,0,com.facebook.UiLifecycleHelper$1
0,2,1,org.ale.openwatch.RecorderActivity$MediaSignalTask$1
0,4,2,com.nostra13.universalimageloader.cache.disc.impl.LimitedAgeDiscCache
10,5,0,com.google.android.gms.games.multiplayer.realtime.RoomEntity$1
0,2,1,org.ale.openwatch.RecorderActivity$MediaSignalTask$2
1,2,0,com.google.android.gms.internal.bm$a
10,5,0,com.nostra13.universalimageloader.core.assist.SimpleImageLoadingListener
2,4,2,com.google.gson.internal.bind.MapTypeAdapterFactory
3,3,0,com.google.android.gms.plus.model.people.PersonBuffer
4,4,4,org.ale.openwatch.recording.ChunkedAudioVideoSoftwareRecorder$EncoderTaskType
0,1,0,com.google.android.gms.games.multiplayer.realtime.RealTimeMessageReceivedListener
0,1,3,org.ale.openwatch.DrawerItemAdapter$ViewCache
0,2,4,com.facebook.AuthorizationClient$5
0,2,2,com.facebook.AuthorizationClient$4
0,2,2,com.facebook.AuthorizationClient$3
0,2,0,com.google.android.gms.location.LocationClient$OnRemoveGeofencesResultListener
0,3,1,com.facebook.AuthorizationClient$2
1,2,0,com.google.android.gms.internal.cp$a
0,3,2,com.facebook.AuthorizationClient$1
0,3,4,com.google.android.gms.maps.MapView$b
1,2,0,org.ale.openwatch.GCMMissionActivity
0,8,0,com.google.android.gms.games.Player
0,5,0,org.ale.openwatch.fb.FBUtils$FaceBookSessionActivity
1,2,0,com.orm.androrm.field.OneToManyField
0,4,3,org.ale.openwatch.FeedFragmentActivity$TabsAdapter$TabInfo
0,1,1,org.ale.openwatch.OWUtils$10
0,1,1,org.ale.openwatch.OWUtils$11
2,4,2,twitter4j.internal.json.DataObjectFactoryUtil
4,4,1,com.bugsense.trace.BugSense
0,2,0,com.google.android.gms.maps.GoogleMap$CancelableCallback
0,1,3,com.google.android.gms.plus.model.people.Person$Emails$Type
8,5,3,org.ale.openwatch.OWUtils$VideoTextureListener
0,1,0,org.ale.openwatch.account.Authentication$AuthenticationCallback
0,2,1,com.bugsense.trace.BugProfiler$1
1,2,0,com.google.android.gms.maps.model.internal.IPolylineDelegate$a
0,4,0,twitter4j.PagableResponseList
1,3,3,com.google.android.gms.internal.ds$c
0,2,4,com.google.android.gms.internal.ds$b
1,3,4,com.google.android.gms.internal.ds$a
0,6,0,com.google.android.gms.appstate.AppState
0,6,2,com.orm.androrm.migration.Migrator
0,5,0,twitter4j.Friendship
1,6,3,com.actionbarsherlock.internal.widget.ScrollingTabContainerView$VisibilityAnimListener
0,2,0,twitter4j.auth.Authorization
0,4,0,com.facebook.TestSession$TestAccount
1,3,1,com.orm.androrm.statement.InStatement
0,2,1,twitter4j.internal.http.StreamingGZIPInputStream
1,3,1,com.actionbarsherlock.internal.widget.ActionBarView$1
0,2,1,com.actionbarsherlock.internal.widget.ActionBarView$3
0,2,1,com.actionbarsherlock.internal.widget.ActionBarView$2
0,1,0,com.google.gson.TypeAdapterFactory
0,2,1,com.viewpagerindicator.UnderlinePageIndicator$1
0,2,1,com.viewpagerindicator.UnderlinePageIndicator$2
1,3,2,org.ale.openwatch.gcm.OWGcmBroadcastReceiver$1
4,4,4,com.facebook.HttpMethod
8,8,1,com.actionbarsherlock.internal.nineoldandroids.animation.Keyframe$FloatKeyframe
1,2,3,com.facebook.widget.ImageDownloader$DownloaderContext
1,2,0,org.ale.openwatch.OWUtils$1
0,3,0,twitter4j.api.SuggestedUsersResources
0,2,2,org.ale.openwatch.OWUtils$5
0,2,3,org.ale.openwatch.OWUtils$4
1,2,0,org.ale.openwatch.OWUtils$2
1,3,3,org.ale.openwatch.OWUtils$9
1,2,0,org.ale.openwatch.OWUtils$8
0,2,3,org.ale.openwatch.OWUtils$7
0,2,2,org.ale.openwatch.OWUtils$6
0,4,1,com.google.android.gms.internal.ck$a$a
0,1,3,com.actionbarsherlock.internal.widget.IcsAdapterView$AdapterContextMenuInfo
0,4,3,com.loopj.android.http.SerializableCookie
0,3,1,com.google.android.gms.internal.v$a$a
1,2,0,com.google.android.gms.internal.dj$a
