lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name,is_code_smell
4,5,4,androidx.core.graphics.drawable.f,false
1,7,2,androidx.appcompat.widget.r,false
0,2,0,androidx.core.graphics.drawable.c,false
0,3,2,androidx.appcompat.widget.y,false
0,3,0,androidx.core.graphics.drawable.b,false
0,5,1,androidx.appcompat.widget.v,false
0,2,1,androidx.activity.ComponentActivity$1,false
0,2,1,androidx.activity.ComponentActivity$2,false
1,3,2,androidx.appcompat.app.AlertController$RecycleListView,false
4,4,1,androidx.core.f.a.d,false
0,1,0,androidx.fragment.app.r,false
0,1,0,androidx.fragment.app.n,false
0,2,3,androidx.core.f.a.a,false
0,4,0,androidx.appcompat.view.b$a,false
0,2,1,androidx.fragment.app.Fragment$1,false
0,1,2,androidx.core.graphics.b$a,false
0,2,1,androidx.appcompat.app.g$1,false
9,7,2,androidx.core.graphics.b$b,false
0,5,0,androidx.fragment.app.i,false
13,6,1,androidx.fragment.app.g,false
3,3,0,androidx.core.graphics.g,false
10,5,1,androidx.core.graphics.a,false
0,1,0,androidx.fragment.app.i$b,false
3,3,0,androidx.core.graphics.d,false
0,6,2,androidx.core.graphics.c,false
0,6,1,androidx.a.a.b.a,false
0,1,2,androidx.activity.ComponentActivity$a,false
0,2,1,androidx.core.c.c$1,false
4,4,3,androidx.appcompat.widget.Toolbar$d,false
0,1,0,androidx.appcompat.widget.Toolbar$c,false
0,1,0,androidx.lifecycle.s,false
0,4,1,androidx.lifecycle.r,false
0,2,4,androidx.core.c.c$2,false
1,3,2,androidx.lifecycle.q,false
1,2,0,androidx.lifecycle.p,false
1,3,1,ca.cmetcalfe.locationshare.MainActivity$a,false
0,1,0,androidx.lifecycle.n,false
0,1,0,androidx.lifecycle.m,false
1,2,0,androidx.lifecycle.l,false
0,1,1,androidx.lifecycle.k,false
1,3,1,ca.cmetcalfe.locationshare.MainActivity$b,false
0,1,0,androidx.lifecycle.i,false
0,2,0,androidx.appcompat.widget.ContentFrameLayout$a,false
0,1,0,androidx.lifecycle.g,false
0,0,0,androidx.lifecycle.f,false
0,4,0,androidx.lifecycle.e,false
0,1,0,androidx.lifecycle.d,false
0,1,0,androidx.lifecycle.c,false
0,6,0,androidx.lifecycle.b,false
11,7,3,androidx.lifecycle.a,false
0,2,1,androidx.appcompat.app.f$6,false
1,3,1,androidx.appcompat.app.f$5,false
0,2,1,androidx.appcompat.app.f$4,false
0,2,1,androidx.appcompat.app.f$3,false
0,2,4,androidx.appcompat.view.menu.d$3$1,false
0,3,1,androidx.appcompat.app.f$7,false
0,2,1,androidx.appcompat.app.f$2,false
1,3,1,androidx.appcompat.app.f$1,false
0,1,0,androidx.core.app.a$a,false
6,4,0,androidx.appcompat.widget.DialogTitle,false
0,3,3,androidx.activity.ComponentActivity$LifecycleAwareOnBackPressedCallback,false
0,2,1,androidx.appcompat.b.a.b$1,false
0,5,3,androidx.appcompat.widget.a$a,false
4,5,4,androidx.lifecycle.LiveData$a,false
8,8,2,androidx.appcompat.view.menu.e$a,false
4,5,1,androidx.appcompat.app.f$e,false
0,2,1,androidx.appcompat.app.f$b$1,false
0,1,0,androidx.appcompat.widget.ViewStubCompat$a,false
0,3,1,androidx.appcompat.app.f$g,false
3,6,1,androidx.appcompat.b.a.b$a,false
0,5,2,androidx.appcompat.app.f$b,false
0,3,1,androidx.appcompat.app.f$a,false
0,2,1,androidx.lifecycle.LiveData$1,false
0,3,1,androidx.appcompat.view.menu.d$3,false
1,3,1,androidx.appcompat.view.menu.d$2,false
0,2,1,androidx.appcompat.view.menu.d$1,false
0,2,1,androidx.appcompat.widget.ap$b,false
0,2,1,androidx.lifecycle.FullLifecycleObserverAdapter,false
0,5,1,androidx.appcompat.widget.ap$a,false
0,3,2,androidx.core.c.b$a,false
0,1,2,androidx.core.c.b$c,false
2,5,3,androidx.f.a.b,false
1,4,0,androidx.f.a.a,false
0,4,0,androidx.c.a.b$a,false
0,4,2,androidx.appcompat.widget.c$d$1,false
0,2,1,androidx.appcompat.widget.ActivityChooserView$InnerLayout,false
0,0,0,androidx.appcompat.b.a.a$1,false
4,4,1,androidx.appcompat.widget.FitWindowsFrameLayout,false
6,6,0,androidx.appcompat.b.a.a$f,false
0,2,3,androidx.appcompat.view.menu.d$a,false
0,5,2,androidx.appcompat.b.a.a$d,false
0,4,3,androidx.appcompat.b.a.a$e,false
0,3,1,androidx.appcompat.b.a.a$c,false
0,5,1,androidx.appcompat.widget.ActivityChooserView$b,false
0,2,2,androidx.appcompat.widget.ap$1,false
0,3,1,androidx.appcompat.b.a.a$a,false
0,2,1,androidx.core.a.a.c$b,false
0,0,0,androidx.core.a.a.c$a,false
0,4,3,androidx.core.a.a.c$d,false
10,5,2,androidx.appcompat.widget.af,false
4,4,1,androidx.appcompat.widget.FitWindowsLinearLayout,false
1,2,1,androidx.appcompat.widget.ac,false
0,4,1,androidx.core.f.a.c$a,false
1,2,0,androidx.core.f.a.c$b,false
0,6,1,androidx.g.a.a.i$h,false
0,7,3,androidx.g.a.a.i$e,false
6,4,0,androidx.g.a.a.i$d,false
10,5,0,androidx.g.a.a.i$a,false
0,2,2,androidx.appcompat.widget.c$c,false
10,5,0,androidx.fragment.app.m$1,false
8,5,2,androidx.appcompat.widget.c$d,false
0,2,1,androidx.appcompat.widget.c$e,false
0,3,1,androidx.appcompat.widget.c$f,false
0,1,0,androidx.lifecycle.q$a,false
0,2,0,androidx.appcompat.view.c,false
0,9,1,androidx.appcompat.view.a,false
0,2,1,androidx.appcompat.widget.c$a,false
0,2,1,androidx.appcompat.widget.c$b,false
0,1,0,androidx.appcompat.view.menu.g$b,false
0,5,2,androidx.lifecycle.LiveData$LifecycleBoundObserver,false
0,2,0,androidx.appcompat.view.menu.g$a,false
0,4,2,androidx.lifecycle.a$b,false
1,3,2,androidx.lifecycle.a$a,false
0,1,1,androidx.lifecycle.FullLifecycleObserverAdapter$1,false
0,2,2,androidx.lifecycle.ReflectiveGenericLifecycleObserver,false
0,5,4,androidx.core.d.a$a$a,false
4,8,3,androidx.d.a.a,false
0,2,3,androidx.core.f.w$2,false
0,4,3,androidx.core.f.w$1,false
1,2,0,androidx.fragment.app.l$1,false
0,0,0,androidx.g.a.a.i$1,false
0,1,0,androidx.appcompat.widget.bd,false
13,6,2,androidx.appcompat.widget.bb,false
4,4,1,androidx.appcompat.widget.bc,false
0,2,3,androidx.appcompat.app.AlertController$a$4,false
0,2,2,androidx.appcompat.app.AlertController$a$3,false
0,2,2,androidx.appcompat.app.AlertController$a$1,false
0,1,0,androidx.appcompat.widget.ay,false
1,2,4,androidx.appcompat.widget.au,false
0,2,1,androidx.appcompat.widget.av,false
0,2,0,androidx.appcompat.widget.as,false
14,8,4,androidx.appcompat.widget.at,false
0,2,0,androidx.appcompat.widget.al,false
0,1,0,androidx.appcompat.widget.ah,false
0,2,1,androidx.appcompat.widget.Toolbar$3,false
0,2,1,androidx.appcompat.view.menu.i$1,false
0,3,0,androidx.lifecycle.o$a,false
10,5,0,androidx.fragment.app.k$1,false
0,2,1,androidx.appcompat.widget.Toolbar$2,false
0,2,1,androidx.appcompat.widget.Toolbar$1,false
0,2,2,androidx.appcompat.widget.ActionBarContextView$1,false
0,3,4,androidx.appcompat.app.AppCompatViewInflater$a,false
0,4,1,androidx.c.a.b,false
0,3,3,androidx.c.a.c,false
0,5,1,ca.cmetcalfe.locationshare.MainActivity$1,false
0,7,1,androidx.appcompat.widget.Toolbar$b,false
0,2,1,androidx.appcompat.app.i$2,false
0,2,1,androidx.appcompat.app.i$1,false
0,2,0,androidx.core.graphics.h$a,false
0,1,0,androidx.core.widget.NestedScrollView$b,false
6,4,0,androidx.core.widget.NestedScrollView$a,false
4,5,2,androidx.core.widget.NestedScrollView$c,false
0,0,0,androidx.appcompat.a,false
0,1,0,androidx.appcompat.widget.d$b,false
0,2,4,androidx.fragment.app.j$4,false
0,5,3,androidx.appcompat.widget.d$c,false
0,1,1,androidx.fragment.app.j$5,false
0,1,0,androidx.appcompat.widget.d$d,false
1,3,1,androidx.appcompat.widget.d$e,false
0,1,0,androidx.core.app.CoreComponentFactory$a,false
0,2,1,androidx.fragment.app.j$1,false
0,2,3,androidx.fragment.app.j$2,false
0,2,4,androidx.fragment.app.j$3,false
10,5,0,androidx.core.widget.NestedScrollView$c$1,false
1,6,2,androidx.appcompat.widget.d$a,false
0,3,1,androidx.appcompat.app.i$c,false
1,3,1,androidx.appcompat.app.i$b,false
3,3,2,androidx.core.widget.c,false
0,3,2,androidx.appcompat.app.i$a,false
0,1,1,androidx.core.widget.b,false
6,4,0,androidx.core.widget.e,false
0,1,0,androidx.core.widget.d,false
0,1,0,androidx.core.widget.g,false
10,5,1,androidx.core.graphics.h$1,false
10,5,1,androidx.core.graphics.h$2,false
0,4,1,androidx.core.widget.f,false
3,3,4,androidx.core.widget.h,false
0,4,0,androidx.core.widget.k,false
0,2,0,androidx.core.widget.j,false
3,3,0,com.android.volley.toolbox.JsonArrayRequest,false
0,2,3,com.android.volley.Request$1,false
3,3,3,com.eolwral.osmonitor.db.PreferenceDBHelper,false
0,2,2,com.android.volley.toolbox.NetworkImageView$1$1,false
1,3,2,com.eolwral.osmonitor.OSMonitor$OSMonitorPagerAdapter,false
3,3,0,com.eolwral.osmonitor.OSMonitorActivity,false
0,1,0,com.android.volley.Response$Listener,false
3,3,0,com.android.volley.toolbox.JsonObjectRequest,false
0,1,0,com.android.volley.Response$ErrorListener,false
0,1,0,com.android.volley.TimeoutError,false
0,1,0,net.margaritov.preference.colorpicker.ColorPickerDialog$OnColorChangedListener,false
0,2,2,com.android.volley.ExecutorDelivery$1,false
1,2,3,com.eolwral.osmonitor.util.ProcessUtil$CacheItem,false
0,2,2,com.android.volley.RequestQueue$1,false
6,4,1,com.eolwral.osmonitor.ui.ProcessFragment$SortbyMemory,false
3,3,0,com.android.volley.ParseError,false
1,3,1,com.eolwral.osmonitor.preference.OSMPreference$preferencScreenChangeListener,false
1,2,0,com.android.volley.NoConnectionError,false
0,1,0,com.android.volley.Network,false
1,3,4,com.eolwral.osmonitor.preference.ProcessorPreference$ProcessorListAdapter$3,false
1,3,1,com.eolwral.osmonitor.preference.ProcessorPreference$ProcessorListAdapter$2,false
1,3,4,com.eolwral.osmonitor.preference.ProcessorPreference$ProcessorListAdapter$4,false
0,2,1,com.eolwral.osmonitor.preference.ProcessorPreference$ProcessorListAdapter$1,false
0,3,2,com.eolwral.osmonitor.ui.MessageFragment$HiddenTypeMenu,false
0,1,0,com.android.volley.toolbox.HurlStack$UrlRewriter,false
1,3,1,com.eolwral.osmonitor.ui.ConnectionFragment$PrepareQuery,false
0,0,0,com.eolwral.osmonitor.ui.MiscProcessorFragment$1,false
0,5,1,com.android.volley.toolbox.DiskBasedCache$CountingInputStream,false
0,1,3,net.margaritov.preference.colorpicker.R$string,false
0,1,4,com.eolwral.osmonitor.ui.ConnectionFragment$CacheQuery,false
1,2,0,com.android.volley.ServerError,false
0,1,0,com.android.volley.toolbox.HttpStack,false
1,3,1,com.eolwral.osmonitor.ui.ProcessFragment$SortMenuClickListener,false
0,2,0,com.android.volley.toolbox.Authenticator,false
0,0,0,com.eolwral.osmonitor.preference.OSMPreference$1,false
1,3,1,com.eolwral.osmonitor.ui.ProcessFragment$KillButtonClickListener,false
3,3,1,com.android.volley.toolbox.Volley,false
0,2,4,com.eolwral.osmonitor.ui.ProcessFragment$ProcessListAdapter$ProcessItemMenu,false
0,1,2,com.google.flatbuffers.Struct,false
0,2,1,com.eolwral.osmonitor.ui.MiscFragment$1,false
0,0,0,com.android.volley.toolbox.DiskBasedCache$1,false
0,0,0,com.eolwral.osmonitor.ui.ProcessPriorityFragment$1,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$ProcessListAdapter$1,false
6,4,1,com.eolwral.osmonitor.ui.ProcessFragment$SortbyUsage,false
0,0,0,com.eolwral.osmonitor.preference.ProcessorPreference$1,false
0,0,0,com.eolwral.osmonitor.util.HttpUtil$1,false
0,1,0,net.margaritov.preference.colorpicker.R,false
0,1,0,com.eolwral.osmonitor.ipc.IpcService$ipcClientListener,false
4,4,1,com.eolwral.osmonitor.ui.ProcessFragment$ToolActionExpandListener,false
1,3,1,com.eolwral.osmonitor.preference.OSMPreference$preferencChangeListener,false
0,2,1,com.eolwral.osmonitor.ui.MiscFragment$MiscListAdapter$1,false
0,2,1,com.eolwral.osmonitor.ui.MiscFragment$MiscListAdapter$2,false
0,1,0,com.android.volley.toolbox.ImageLoader$ImageListener,false
0,1,0,com.android.volley.RequestQueue$RequestFinishedListener,false
0,2,4,com.android.volley.ExecutorDelivery$ResponseDeliveryRunnable,false
1,3,3,com.eolwral.osmonitor.ui.ConnectionStaticMapFragment,false
1,3,1,com.eolwral.osmonitor.ui.ConnectionFragment$QueryWhois$ResponseError,false
8,5,1,com.android.volley.toolbox.StringRequest,false
6,4,1,com.eolwral.osmonitor.ui.ProcessFragment$SortbyCPUTime,false
10,5,0,net.margaritov.preference.colorpicker.ColorPickerPreference$SavedState$1,false
0,1,3,com.android.volley.VolleyLog$MarkerLog$Marker,false
0,0,0,com.eolwral.osmonitor.util.ProcessUtil$1,false
6,9,3,com.eolwral.osmonitor.ui.ProcessFragment$ProcessListAdapter,false
1,2,0,com.android.volley.ClientError,false
0,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$5$1,false
0,2,1,com.eolwral.osmonitor.OSMonitorService$1,false
0,5,1,com.eolwral.osmonitor.ui.MessageFragment$MessageListAdapter$MessageFilter,false
0,2,1,com.eolwral.osmonitor.OSMonitorService$2,false
0,2,1,com.android.volley.toolbox.ImageLoader$4,false
0,2,2,com.android.volley.toolbox.ImageLoader$3,false
1,3,2,com.android.volley.toolbox.ImageLoader$2,false
0,3,3,com.android.volley.toolbox.ImageLoader$1,false
3,3,1,com.eolwral.osmonitor.ui.ConnectionFragment$QueryWhois,false
1,3,3,com.eolwral.osmonitor.ui.ConnectionFragment$QueryWhois$Response,false
0,2,1,com.eolwral.osmonitor.BootUpReceiver$1,false
0,2,2,com.eolwral.osmonitor.ui.MessageFragment$MessageListAdapter$MessageItemMenu,false
0,4,1,com.eolwral.osmonitor.ui.MessageProcessFragment,false
0,2,0,com.android.volley.toolbox.ImageLoader$ImageCache,false
0,3,0,com.android.volley.ResponseDelivery,false
4,4,1,com.eolwral.osmonitor.ui.ProcessFragment$SortbyName,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$MessageListAdapter$1,false
0,1,1,net.margaritov.preference.colorpicker.R$layout,false
0,7,2,com.android.volley.VolleyError,false
0,1,0,com.android.volley.RequestQueue$RequestFilter,false
0,6,4,com.android.volley.VolleyLog$MarkerLog,false
8,5,2,com.android.volley.toolbox.ClearCacheRequest,false
0,2,1,com.eolwral.osmonitor.settings.SettingsHelper$contentObserver,false
0,2,2,com.eolwral.osmonitor.ui.MessageFragment$MessageListAdapter$MenuLongClickListener,false
1,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$2,false
0,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$1,false
0,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$6,false
0,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$5,false
1,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$4,false
1,2,1,com.eolwral.osmonitor.ui.ConnectionFragment$3,false
0,2,2,com.eolwral.osmonitor.ui.ProcessFragment$ProcessListAdapter$ProcessLongClickListener,false
0,6,0,com.android.volley.Cache,false
11,7,2,com.eolwral.osmonitor.preference.ProcessorPreference$ProcessorListAdapter,false
1,2,1,com.eolwral.osmonitor.ui.ProcessLogViewFragment$MessageListAdapter$1,false
4,5,1,com.eolwral.osmonitor.BootUpReceiver,false
0,1,4,com.eolwral.osmonitor.settings.Settings$StatusBarColor,false
1,2,1,com.eolwral.osmonitor.ui.MessageFragment$8,false
1,2,1,com.eolwral.osmonitor.ui.MessageFragment$9,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$4,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$5,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$6,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$7,false
1,3,1,com.eolwral.osmonitor.ui.MessageFragment$1,false
4,4,1,com.eolwral.osmonitor.ui.MessageFragment$2,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$3,false
0,3,2,com.android.volley.toolbox.NetworkImageView$1,false
1,3,1,com.eolwral.osmonitor.ui.MiscProcessorFragment$ProcessorListAdapter$2,false
1,3,4,com.eolwral.osmonitor.ui.MiscProcessorFragment$ProcessorListAdapter$3,false
0,2,1,com.eolwral.osmonitor.ui.MiscProcessorFragment$ProcessorListAdapter$1,false
1,3,4,com.eolwral.osmonitor.ui.MiscProcessorFragment$ProcessorListAdapter$4,false
10,5,0,com.android.volley.toolbox.HttpHeaderParser,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$5,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$4,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$7,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$6,false
0,1,1,com.eolwral.osmonitor.ui.ProcessFragment$8,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$1,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$3,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$2,false
0,1,3,com.google.flatbuffers.Constants,false
0,1,0,net.margaritov.preference.colorpicker.ColorPickerView$OnColorChangedListener,false
6,4,1,com.eolwral.osmonitor.ui.ProcessFragment$SortbyStatus,false
1,3,1,com.eolwral.osmonitor.ui.ProcessPriorityFragment$SetPriorityListener,false
0,2,1,com.eolwral.osmonitor.ui.MessageFragment$11,false
0,1,1,com.eolwral.osmonitor.ui.MessageFragment$12,false
1,2,1,com.eolwral.osmonitor.ui.MessageFragment$10,false
0,5,1,com.android.volley.ExecutorDelivery,false
6,4,1,com.eolwral.osmonitor.ipc.IpcService$QueuedComparator,false
0,3,0,com.android.volley.RetryPolicy,false
6,4,1,com.android.volley.toolbox.HttpClientStack$HttpPatch,false
0,2,1,net.margaritov.preference.colorpicker.ColorPickerDialog$1,false
0,9,2,com.google.flatbuffers.Table,false
0,4,2,com.eolwral.osmonitor.util.HttpUtil$ImageLruCache,false
5,7,4,com.eolwral.osmonitor.util.HttpUtil,false
4,5,4,com.android.volley.Response,false
0,0,0,com.eolwral.osmonitor.ipc.IpcService$1,false
4,4,1,com.eolwral.osmonitor.ui.ProcessPriorityFragment$SelectPriorityListener,false
0,2,2,com.android.volley.CacheDispatcher$1,false
9,6,3,com.eolwral.osmonitor.ui.ConnectionFragment$ConnectionListAdapter,false
3,6,3,com.eolwral.osmonitor.ui.ProcessLogViewFragment$MessageListAdapter,false
9,7,2,com.android.volley.toolbox.PoolingByteArrayOutputStream,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$SortMenuClickListener$1,false
0,2,1,com.eolwral.osmonitor.ui.ProcessFragment$SortMenuClickListener$2,false
4,4,2,net.margaritov.preference.colorpicker.ColorPickerPreference$SavedState,false
4,4,3,com.eolwral.osmonitor.ui.MessageFragment$PrintDmesgFormat,false
4,4,3,com.eolwral.osmonitor.ui.ProcessFragment$KillMode,false
0,4,2,com.eolwral.osmonitor.ui.ProcessFragment$ProcessListAdapter$ProcessClickListener,false
5,7,4,com.android.volley.toolbox.AndroidAuthenticator,false
3,3,0,com.android.volley.toolbox.ByteArrayPool$1,false
11,7,2,com.eolwral.osmonitor.ui.MiscProcessorFragment$ProcessorListAdapter,false
1,2,1,com.eolwral.osmonitor.ui.ProcessLogViewFragment$2,false
0,2,1,com.eolwral.osmonitor.ui.ProcessLogViewFragment$1,false
1,2,1,com.eolwral.osmonitor.ui.ProcessLogViewFragment$4,false
1,2,1,com.eolwral.osmonitor.ui.ProcessLogViewFragment$3,false
0,2,1,com.eolwral.osmonitor.ui.ProcessLogViewFragment$1$1,false
0,2,2,com.eolwral.osmonitor.ui.MessageFragment$MessageListAdapter$MenuShortClickListener,false
6,4,1,com.eolwral.osmonitor.ui.ProcessFragment$SortbyPid,false
0,2,1,com.eolwral.osmonitor.OSMonitor$1,false
0,1,4,com.eolwral.osmonitor.util.ProcessUtil$QueueJob,false
1,3,1,com.eolwral.osmonitor.ui.MiscFragment$MiscListAdapter$ProcessorClickListener,false
3,3,0,com.android.volley.NetworkError,false
0,0,0,com.fasterxml.jackson.databind.jsonFormatVisitors.JsonBooleanFormatVisitor,false
6,4,0,com.fasterxml.jackson.databind.deser.BeanDeserializerModifier,false
0,3,0,com.google.common.collect.PeekingIterator,false
0,2,2,com.liato.bankdroid.banking.banks.swedbank.model.ErrorResponse,false
0,2,1,org.jsoup.select.NodeTraversor,false
0,4,2,com.google.common.collect.LinkedListMultimap$3$1,false
4,4,3,org.simpleframework.xml.stream.Verbosity,false
1,2,0,org.simpleframework.xml.core.SignatureBuilder$ParameterList,false
9,6,1,org.simpleframework.xml.util.Resolver$Stack,false
0,2,2,com.fasterxml.jackson.databind.util.ViewMatcher$Single,false
0,3,2,com.google.common.collect.Maps$AbstractFilteredMap$Values$1,false
0,0,0,com.fasterxml.jackson.databind.jsonFormatVisitors.JsonAnyFormatVisitor,false
0,0,0,org.simpleframework.xml.stream.HyphenBuilder$1,false
0,1,0,org.simpleframework.xml.stream.NodeException,false
0,2,1,com.google.common.collect.MapMaker$LinkedWeakEntry,false
4,4,4,com.liato.bankdroid.lockpattern.LockPatternView$DisplayMode,false
1,3,1,com.fasterxml.jackson.databind.ext.CoreXMLSerializers,false
2,4,2,com.fasterxml.jackson.databind.jsontype.impl.MinimalClassNameIdResolver,false
9,6,1,com.google.common.collect.Maps$FilteredEntryMap$EntrySet,false
0,0,0,org.jsoup.safety.Cleaner$1,false
0,4,4,com.google.common.collect.ImmutableMultimap$EntryCollection$1,false
0,3,3,com.google.common.collect.ImmutableEntry,false
4,4,2,com.google.common.base.Joiner$1,false
0,1,0,com.fasterxml.jackson.databind.util.Converter,false
4,4,1,com.google.common.base.Joiner$2,false
0,1,0,com.fasterxml.jackson.core.Versioned,false
0,3,3,com.google.common.base.Joiner$3,false
0,1,1,com.fasterxml.jackson.databind.deser.AbstractDeserializer$1,false
3,3,0,org.jsoup.select.Evaluator$AttributeWithValueEnding,false
0,2,1,org.simpleframework.xml.strategy.WriteState,false
0,1,0,com.fasterxml.jackson.databind.annotation.JsonNaming,false
0,3,1,org.jsoup.select.Evaluator$AttributeStarting,false
0,2,1,eu.nullbyte.android.urllib.Urllib$DefaultishRequestDirector,false
0,2,0,com.fasterxml.jackson.annotation.JsonPropertyOrder,false
0,1,0,com.fasterxml.jackson.databind.ser.ContextualSerializer,false
1,3,2,com.google.common.collect.EmptyImmutableListMultimap,false
3,3,0,com.fasterxml.jackson.databind.RuntimeJsonMappingException,false
